"isqno","datetime_min","datetime_max","datetime","duration1","duration2"
287,"1914-08-12T00:00:00","1914-08-20T00:00:00","1914-08-16T00:00:00",2,2
288,"1914-12-03T00:00:00","1914-12-10T00:00:00","1914-12-06T12:00:00",2,2
289,"1915-02-15T00:00:00","1915-03-17T00:00:00","1915-03-02T00:00:00",2,2
290,"1915-03-10T08:30:00","1915-03-13T10:30:00","1915-03-11T21:30:00",4.04166666666667,0.908333333333333
291,"1915-04-22T00:00:00","1915-05-25T00:00:00","1915-05-08T12:00:00",2,2
292,"1915-05-16T00:00:00","1915-05-27T00:00:00","1915-05-21T12:00:00",2,2
293,"1915-09-25T00:00:00","1915-10-15T00:00:00","1915-10-05T00:00:00",2,2
294,"1915-02-07T00:00:00","1915-02-22T00:00:00","1915-02-14T12:00:00",2,2
295,"1915-05-02T00:00:00","1915-05-05T00:00:00","1915-05-03T12:00:00",2,2
296,"1915-06-23T00:00:00","1915-07-08T00:00:00","1915-06-30T12:00:00",2,2
297,"1915-07-18T00:00:00","1915-08-04T00:00:00","1915-07-26T12:00:00",2,2
298,"1915-10-18T00:00:00","1915-11-05T00:00:00","1915-10-27T00:00:00",2,2
299,"1915-11-10T00:00:00","1915-12-03T00:00:00","1915-11-21T12:00:00",2,2
300,"1915-04-25T04:30:00","1915-04-25T22:00:00","1915-04-25T13:15:00",1.64583333333333,0.825
301,"1915-08-07T00:00:00","1915-08-11T00:00:00","1915-08-09T00:00:00",2,2
302,"1915-09-27T00:00:00","1915-09-29T00:00:00","1915-09-28T00:00:00",2,1.2
303,"1915-11-22T00:00:00","1915-11-25T00:00:00","1915-11-23T12:00:00",2,2
304,"1916-07-01T00:00:00","1916-11-25T00:00:00","1916-09-12T12:00:00",125,125
305,"1916-07-01T07:30:00","1916-07-01T20:30:00","1916-07-01T14:00:00",1,0.65
306,"1916-07-01T07:30:00","1916-07-01T19:30:00","1916-07-01T13:30:00",1,0.6
307,"1916-07-14T03:30:00","1916-07-14T20:00:00","1916-07-14T11:45:00",1,0.825
308,"1916-09-15T06:20:00","1916-09-15T21:25:00","1916-09-15T13:52:30",1,0.754166666666667
309,"1916-01-10T00:00:00","1916-01-17T00:00:00","1916-01-13T12:00:00",2,2
310,"1916-03-18T00:00:00","1916-03-27T00:00:00","1916-03-22T12:00:00",2,2
311,"1916-06-04T00:00:00","1916-07-08T00:00:00","1916-06-21T00:00:00",2,2
312,"1916-03-11T00:00:00","1916-03-16T00:00:00","1916-03-13T12:00:00",2,2
313,"1916-05-15T00:00:00","1916-06-11T00:00:00","1916-05-28T12:00:00",2,2
314,"1916-06-16T00:00:00","1916-07-10T00:00:00","1916-06-28T00:00:00",2,2
315,"1916-08-06T00:00:00","1916-08-18T00:00:00","1916-08-12T00:00:00",2,2
316,"1917-04-09T00:00:00","1917-04-24T00:00:00","1917-04-16T12:00:00",2,2
317,"1917-04-16T00:00:00","1917-05-01T00:00:00","1917-04-23T12:00:00",2,2
318,"1917-06-07T00:00:00","1917-06-15T00:00:00","1917-06-11T00:00:00",2,2
319,"1917-07-31T00:00:00","1917-12-08T00:00:00","1917-10-04T00:00:00",2,2
320,"1917-11-20T00:00:00","1917-11-27T00:00:00","1917-11-23T12:00:00",2,2
321,"1917-11-30T00:00:00","1917-12-04T00:00:00","1917-12-02T00:00:00",2,2
322,"1917-05-12T00:00:00","1917-06-06T00:00:00","1917-05-24T12:00:00",2,2
323,"1917-08-18T00:00:00","1917-09-16T00:00:00","1917-09-01T12:00:00",2,2
324,"1917-10-24T00:00:00","1917-11-24T00:00:00","1917-11-08T12:00:00",2,2
325,"1917-02-22T10:00:00","1917-02-24T19:00:00","1917-02-23T14:30:00",2.84375,1.7875
326,"1917-03-26T11:45:00","1917-03-27T20:00:00","1917-03-27T03:52:30",2.30208333333333,0.5875
327,"1917-04-17T04:15:00","1917-04-19T17:00:00","1917-04-18T10:37:30",3.09375,0.6625
328,"1917-10-31T00:00:00","1917-11-07T00:00:00","1917-11-03T12:00:00",2,2
329,"1917-11-13T00:00:00","1917-11-15T00:00:00","1917-11-14T00:00:00",2,1.2
330,"1918-03-21T00:00:00","1918-03-27T00:00:00","1918-03-24T00:00:00",2,2
331,"1918-03-27T00:00:00","1918-04-10T00:00:00","1918-04-03T00:00:00",2,2
332,"1918-04-09T00:00:00","1918-05-01T00:00:00","1918-04-20T00:00:00",2,2
333,"1918-04-14T00:30:00","1918-04-14T02:30:00","1918-04-14T01:30:00",1,0.1
334,"1918-05-27T00:00:00","1918-06-04T00:00:00","1918-05-31T00:00:00",2,2
335,"1918-05-28T06:45:00","1918-05-28T19:00:00","1918-05-28T12:52:30",1.48958333333333,0.129166666666667
336,"1918-06-06T03:45:00","1918-06-06T21:00:00","1918-06-06T12:22:30",1.55208333333333,0.6375
337,"1918-06-06T03:45:00","1918-06-06T12:30:00","1918-06-06T08:07:30",1,0.4375
338,"1918-06-06T17:00:00","1918-06-06T21:00:00","1918-06-06T19:00:00",1,0.2
339,"1918-06-06T17:00:00","1918-06-06T21:30:00","1918-06-06T19:15:00",1,0.225
340,"1918-06-06T17:00:00","1918-06-07T03:00:00","1918-06-06T22:00:00",1,0.5
341,"1918-06-11T04:30:00","1918-06-11T09:00:00","1918-06-11T06:45:00",1,0.225
342,"1918-06-12T17:30:00","1918-06-12T20:30:00","1918-06-12T19:00:00",1,0.15
343,"1918-06-13T03:00:00","1918-06-13T05:30:00","1918-06-13T04:15:00",1,0.125
344,"1918-06-21T03:15:00","1918-06-21T04:30:00","1918-06-21T03:52:30",1,0.0625
345,"1918-06-23T19:00:00","1918-06-23T23:20:00","1918-06-23T21:10:00",1,0.216666666666667
346,"1918-06-25T17:00:00","1918-06-26T06:00:00","1918-06-25T23:30:00",1,0.65
347,"1918-07-01T17:00:00","1918-07-02T02:30:00","1918-07-01T21:45:00",1,0.475
348,"1918-07-01T18:00:00","1918-07-02T02:30:00","1918-07-01T22:15:00",1,0.425
349,"1918-07-01T17:00:00","1918-07-02T03:00:00","1918-07-01T22:00:00",1,0.5
350,"1918-06-09T00:00:00","1918-06-14T00:00:00","1918-06-11T12:00:00",2,2
351,"1918-07-15T00:00:00","1918-07-18T00:00:00","1918-07-16T12:00:00",2,2
352,"1918-07-18T00:00:00","1918-07-20T00:00:00","1918-07-19T00:00:00",2,1.2
353,"1918-07-18T04:35:00","1918-07-18T16:00:00","1918-07-18T10:17:30",1,0.570833333333333
354,"1918-07-18T04:35:00","1918-07-18T16:00:00","1918-07-18T10:17:30",1,0.570833333333333
355,"1918-07-18T04:35:00","1918-07-18T09:30:00","1918-07-18T07:02:30",1,0.245833333333333
356,"1918-07-18T04:35:00","1918-07-18T09:30:00","1918-07-18T07:02:30",1,0.245833333333333
357,"1918-07-18T04:35:00","1918-07-18T11:00:00","1918-07-18T07:47:30",1,0.320833333333333
358,"1918-07-18T04:35:00","1918-07-18T08:00:00","1918-07-18T06:17:30",1,0.170833333333333
359,"1918-07-20T00:00:00","1918-08-02T00:00:00","1918-07-26T12:00:00",2,2
360,"1918-07-21T08:30:00","1918-07-21T09:15:00","1918-07-21T08:52:30",1,0.0375
361,"1918-07-21T00:00:00","1918-07-22T00:00:00","1918-07-21T12:00:00",2,0.6
362,"1918-08-08T00:00:00","1918-08-12T00:00:00","1918-08-10T00:00:00",2,2
363,"1918-08-21T00:00:00","1918-09-05T00:00:00","1918-08-28T12:00:00",2,2
364,"1918-09-12T00:00:00","1918-09-16T00:00:00","1918-09-14T00:00:00",2,2
365,"1918-09-12T05:00:00","1918-09-12T17:30:00","1918-09-12T11:15:00",1,0.625
366,"1918-09-26T00:00:00","1918-10-04T00:00:00","1918-09-30T00:00:00",2,2
367,"1918-10-03T00:00:00","1918-10-07T00:00:00","1918-10-05T00:00:00",2,2
368,"1918-10-03T05:50:00","1918-10-03T08:40:00","1918-10-03T07:15:00",1,0.141666666666667
369,"1918-10-03T00:00:00","1918-10-04T00:00:00","1918-10-03T12:00:00",2,0.6
370,"1918-10-03T05:50:00","1918-10-03T09:30:00","1918-10-03T07:40:00",1,0.183333333333333
371,"1918-10-03T05:50:00","1918-10-03T09:30:00","1918-10-03T07:40:00",1,0.183333333333333
372,"1918-10-08T00:00:00","1918-10-09T00:00:00","1918-10-08T12:00:00",2,0.6
373,"1918-10-04T00:00:00","1918-11-01T00:00:00","1918-10-18T00:00:00",2,2
374,"1918-10-04T05:30:00","1918-10-04T18:30:00","1918-10-04T12:00:00",1.5,0.125
375,"1918-10-04T05:30:00","1918-10-04T17:30:00","1918-10-04T11:30:00",1,0.6
376,"1918-10-04T00:00:00","1918-10-05T00:00:00","1918-10-04T12:00:00",2,0.6
377,"1918-10-04T05:30:00","1918-10-04T07:00:00","1918-10-04T06:15:00",1,0.075
378,"1918-10-05T06:30:00","1918-10-05T17:30:00","1918-10-05T12:00:00",1,0.55
379,"1918-10-05T00:00:00","1918-10-06T00:00:00","1918-10-05T12:00:00",2,0.6
380,"1918-10-09T08:30:00","1918-10-09T11:00:00","1918-10-09T09:45:00",1,0.125
381,"1918-11-01T00:00:00","1918-11-12T00:00:00","1918-11-06T12:00:00",2,2
382,"1918-11-07T02:00:00","1918-11-07T06:00:00","1918-11-07T04:00:00",1,0.2
383,"1918-11-07T07:30:00","1918-11-07T11:00:00","1918-11-07T09:15:00",1,0.175
384,"1918-06-15T00:00:00","1918-06-23T00:00:00","1918-06-19T00:00:00",2,2
385,"1918-09-19T00:00:00","1918-09-21T00:00:00","1918-09-20T00:00:00",2,1.2
386,"1942-08-31T01:30:00","1942-09-02T19:00:00","1942-09-01T10:15:00",3.14583333333333,1.7625
387,"1942-10-23T00:00:00","1942-11-05T00:00:00","1942-10-29T12:00:00",2,2
388,"1942-10-23T00:00:00","1942-10-26T00:00:00","1942-10-24T12:00:00",2,2
389,"1942-10-26T00:00:00","1942-11-02T00:00:00","1942-10-29T12:00:00",2,2
390,"1942-11-02T00:00:00","1942-11-05T00:00:00","1942-11-03T12:00:00",2,2
391,"1942-11-26T05:30:00","1942-11-26T06:00:00","1942-11-26T05:45:00",1,0.025
392,"1943-03-23T05:00:00","1943-03-23T19:00:00","1943-03-23T12:00:00",1.48958333333333,0.2625
393,"1943-04-23T00:00:00","1943-05-07T00:00:00","1943-04-30T00:00:00",2,2
394,"1943-09-09T00:00:00","1943-09-12T00:00:00","1943-09-10T12:00:00",2,2
395,"1943-09-09T00:00:00","1943-09-12T00:00:00","1943-09-10T12:00:00",2,2
396,"1943-09-11T10:00:00","1943-09-12T00:00:00","1943-09-11T17:00:00",1,0.7
397,"1943-09-12T00:00:00","1943-09-16T00:00:00","1943-09-14T00:00:00",2,2
398,"1943-09-12T00:00:00","1943-09-16T00:00:00","1943-09-14T00:00:00",2,2
399,"1943-09-13T13:10:00","1943-09-14T14:30:00","1943-09-14T01:50:00",1.88888888888889,0.541666666666667
400,"1943-09-17T00:00:00","1943-09-19T00:00:00","1943-09-18T00:00:00",2,1.2
401,"1943-09-17T00:00:00","1943-09-19T00:00:00","1943-09-18T00:00:00",2,1.2
402,"1943-09-17T00:00:00","1943-09-19T00:00:00","1943-09-18T00:00:00",2,1.2
403,"1943-10-12T00:00:00","1943-10-15T00:00:00","1943-10-13T12:00:00",2,2
404,"1943-10-13T02:00:00","1943-10-14T17:30:00","1943-10-13T21:45:00",2.17708333333333,1.1875
405,"1943-10-13T00:00:00","1943-10-14T00:00:00","1943-10-13T12:00:00",2,0.6
406,"1943-10-13T00:00:00","1943-10-15T00:00:00","1943-10-14T00:00:00",2,1.2
407,"1943-10-13T00:00:00","1943-10-15T00:00:00","1943-10-14T00:00:00",2,1.2
408,"1943-10-13T02:00:00","1943-10-15T00:00:00","1943-10-14T01:00:00",2.61458333333333,1.1875
409,"1943-10-15T00:00:00","1943-10-18T00:00:00","1943-10-16T12:00:00",2,2
410,"1943-10-17T00:00:00","1943-10-19T00:00:00","1943-10-18T00:00:00",2,1.2
411,"1943-10-16T00:00:00","1943-10-18T00:00:00","1943-10-17T00:00:00",2,1.2
412,"1943-10-18T00:00:00","1943-10-21T00:00:00","1943-10-19T12:00:00",2,2
413,"1943-10-20T00:00:00","1943-10-23T00:00:00","1943-10-21T12:00:00",2,2
414,"1943-11-04T00:00:00","1943-11-06T00:00:00","1943-11-05T00:00:00",2,1.2
415,"1943-11-05T00:00:00","1943-11-08T00:00:00","1943-11-06T12:00:00",2,2
416,"1943-11-06T00:00:00","1943-11-08T00:00:00","1943-11-07T00:00:00",2,1.2
417,"1943-11-06T00:00:00","1943-11-08T00:00:00","1943-11-07T00:00:00",2,1.2
418,"1943-11-08T00:00:00","1943-11-11T00:00:00","1943-11-09T12:00:00",2,2
419,"1943-11-08T00:00:00","1943-11-11T00:00:00","1943-11-09T12:00:00",2,2
420,"1943-12-01T17:00:00","1943-12-02T17:00:00","1943-12-02T05:00:00",1.5625,1.175
421,"1943-12-02T18:00:00","1943-12-06T06:00:00","1943-12-04T12:00:00",1,1
422,"1943-12-02T16:30:00","1943-12-03T17:00:00","1943-12-03T04:45:00",1,1
423,"1944-01-25T00:00:00","1944-01-27T00:00:00","1944-01-26T00:00:00",2,1.2
424,"1944-01-27T00:00:00","1944-01-28T00:00:00","1944-01-27T12:00:00",2,0.6
425,"1944-01-29T23:00:00","1944-01-31T18:00:00","1944-01-30T20:30:00",2.47916666666667,0.941666666666667
426,"1944-02-03T15:00:00","1944-02-05T05:00:00","1944-02-04T10:00:00",2.25,1.475
427,"1944-02-07T22:00:00","1944-02-08T18:00:00","1944-02-08T08:00:00",1,1
428,"1944-02-07T00:00:00","1944-02-10T00:00:00","1944-02-08T12:00:00",2,2
429,,"1944-02-09T13:00:00",,,
430,"1944-02-11T06:30:00","1944-02-12T06:30:00","1944-02-11T18:30:00",1.8125,0.725
431,"1944-02-16T06:00:00","1944-02-19T16:20:00","1944-02-17T23:10:00",4.3125,2.45833333333333
432,"1944-02-16T00:00:00","1944-02-20T00:00:00","1944-02-18T00:00:00",2,2
433,"1944-02-21T00:00:00","1944-02-24T00:00:00","1944-02-22T12:00:00",2,2
434,"1944-05-11T23:00:00","1944-05-14T04:00:00","1944-05-13T01:30:00",2.72916666666667,1.225
435,,"1944-05-13T20:00:00",,,
436,"1944-05-14T15:00:00","1944-05-16T00:00:00","1944-05-15T07:30:00",1.75,1.05
437,"1944-05-14T04:00:00","1944-05-15T09:00:00","1944-05-14T18:30:00",2.08333333333333,0.55
438,"1944-05-16T00:00:00","1944-05-19T00:00:00","1944-05-17T12:00:00",2,2
439,"1944-05-17T14:30:00","1944-05-19T06:00:00","1944-05-18T10:15:00",1,1
440,"1944-05-20T00:00:00","1944-05-23T00:00:00","1944-05-21T12:00:00",2,2
441,"1944-05-22T14:00:00","1944-05-24T08:30:00","1944-05-23T11:15:00",1.79166666666667,1.625
442,"1944-05-23T06:00:00","1944-05-24T11:00:00","1944-05-23T20:30:00",1.63194444444444,0.966666666666667
443,"1944-05-23T00:00:00","1944-05-25T00:00:00","1944-05-24T00:00:00",2,1.2
444,"1944-05-23T06:30:00","1944-05-25T19:30:00","1944-05-24T13:00:00",2.97916666666667,2.025
445,"1944-05-23T06:30:00","1944-05-25T19:30:00","1944-05-24T13:00:00",2.89583333333333,2
446,"1944-05-25T00:00:00","1944-05-28T00:00:00","1944-05-26T12:00:00",2,2
447,"1944-05-26T13:00:00","1944-05-26T19:30:00","1944-05-26T16:15:00",1,0.325
448,"1944-05-26T00:00:00","1944-05-29T00:00:00","1944-05-27T12:00:00",2,2
449,"1944-05-27T00:00:00","1944-05-29T00:00:00","1944-05-28T00:00:00",2,1.2
450,"1944-05-28T00:00:00","1944-05-31T00:00:00","1944-05-29T12:00:00",2,2
451,"1944-05-29T00:00:00","1944-06-01T00:00:00","1944-05-30T12:00:00",2,2
452,"1944-05-29T00:00:00","1944-06-02T00:00:00","1944-05-31T00:00:00",2,2
453,"1944-06-01T05:00:00","1944-06-02T16:30:00","1944-06-01T22:45:00",1.97916666666667,1.325
454,"1944-06-01T05:30:00","1944-06-02T22:40:00","1944-06-02T02:05:00",2.02083333333333,1.50833333333333
455,"1944-06-01T05:00:00","1944-06-02T21:00:00","1944-06-02T01:00:00",2.04166666666667,1.55
456,"1944-06-03T00:00:00","1944-06-05T00:00:00","1944-06-04T00:00:00",2,1.2
457,"1944-09-13T00:00:00","1944-09-18T00:00:00","1944-09-15T12:00:00",2,2
458,"1944-07-11T00:00:00","1944-07-19T00:00:00","1944-07-15T00:00:00",2,2
459,"1944-07-18T07:45:00","1944-07-20T16:00:00","1944-07-19T11:52:30",2.90625,1.4875
460,"1944-07-24T00:00:00","1944-07-27T00:00:00","1944-07-25T12:00:00",2,2
461,"1944-08-07T00:01:00","1944-08-13T00:00:00","1944-08-10T00:00:30",1,1
462,"1944-08-16T00:00:00","1944-08-17T00:00:00","1944-08-16T12:00:00",2,0.6
463,"1944-08-23T00:00:00","1944-08-26T00:00:00","1944-08-24T12:00:00",2,2
464,"1944-08-23T00:00:00","1944-08-26T00:00:00","1944-08-24T12:00:00",2,2
465,"1944-09-06T00:00:00","1944-09-12T00:00:00","1944-09-09T00:00:00",2,2
466,"1944-09-13T00:00:00","1944-09-14T00:00:00","1944-09-13T12:00:00",2,0.6
467,"1944-09-19T07:30:00","1944-09-22T16:40:00","1944-09-21T00:05:00",4.09375,1.07083333333333
468,"1944-10-02T11:00:00","1944-10-07T18:30:00","1944-10-05T02:45:00",5.91666666666667,3.25416666666667
469,"1944-11-02T00:00:00","1944-11-14T00:00:00","1944-11-08T00:00:00",2,2
470,"1944-11-08T00:00:00","1944-11-13T00:00:00","1944-11-10T12:00:00",2,2
471,"1944-11-10T00:00:00","1944-11-12T00:00:00","1944-11-11T00:00:00",2,1.2
472,"1944-11-13T00:00:00","1944-11-16T00:00:00","1944-11-14T12:00:00",2,2
473,"1944-11-13T00:00:00","1944-11-17T00:00:00","1944-11-15T00:00:00",2,2
474,"1944-11-14T08:45:00","1944-11-15T12:00:00","1944-11-14T22:22:30",1.76041666666667,0.8875
475,"1944-11-20T00:00:00","1944-11-28T00:00:00","1944-11-24T00:00:00",2,2
476,"1944-11-24T00:00:00","1944-11-26T00:00:00","1944-11-25T00:00:00",2,1.2
477,"1944-11-26T10:45:00","1944-11-26T17:30:00","1944-11-26T14:07:30",1,0.3375
478,"1944-11-27T00:00:00","1944-11-30T00:00:00","1944-11-28T12:00:00",2,2
479,"1944-11-28T00:00:00","1944-11-30T00:00:00","1944-11-29T00:00:00",2,1.2
480,"1944-12-01T00:00:00","1944-12-03T00:00:00","1944-12-02T00:00:00",2,1.2
481,"1944-12-06T00:00:00","1944-12-08T00:00:00","1944-12-07T00:00:00",2,1.2
482,"1944-12-06T08:30:00","1944-12-06T20:00:00","1944-12-06T14:15:00",1,0.575
483,"1944-12-16T00:00:00","1944-12-18T00:00:00","1944-12-17T00:00:00",2,1.2
484,"1944-12-17T00:00:00","1944-12-23T00:00:00","1944-12-20T00:00:00",2,2
485,"1944-12-18T00:00:00","1944-12-21T00:00:00","1944-12-19T12:00:00",2,2
486,"1940-05-13T00:00:00","1940-05-15T00:00:00","1940-05-14T00:00:00",2,1.2
487,"1941-12-12T03:00:00","1941-12-12T22:00:00","1941-12-12T12:30:00",1.25,0.75
488,"1941-06-22T00:00:00","1941-06-27T00:00:00","1941-06-24T12:00:00",2,2
489,"1941-09-30T00:00:00","1941-12-04T00:00:00","1941-11-01T12:00:00",2,2
490,"1941-12-05T00:00:00","1942-01-08T00:00:00","1941-12-22T00:00:00",2,2
491,"1942-08-04T07:45:00","1942-08-11T21:00:00","1942-08-08T02:22:30",7.85416666666667,5.86666666666667
492,"1943-01-12T00:00:00","1943-01-19T00:00:00","1943-01-15T12:00:00",2,2
493,"1943-07-04T00:00:00","1943-07-07T00:00:00","1943-07-05T12:00:00",2,2
494,"1943-07-05T00:00:00","1943-07-06T00:00:00","1943-07-05T12:00:00",2,0.6
495,"1943-07-07T00:00:00","1943-07-11T00:00:00","1943-07-09T00:00:00",2,2
496,"1943-07-11T00:00:00","1943-07-16T00:00:00","1943-07-13T12:00:00",2,2
497,"1943-07-12T00:00:00","1943-07-14T00:00:00","1943-07-13T00:00:00",2,1.2
498,"1943-08-03T00:00:00","1943-08-24T00:00:00","1943-08-13T12:00:00",2,2
499,"1943-08-03T00:00:00","1943-08-06T00:00:00","1943-08-04T12:00:00",2,2
500,"1943-09-26T00:00:00","1943-11-06T00:00:00","1943-10-16T12:00:00",2,2
501,"1944-01-24T00:00:00","1944-02-18T00:00:00","1944-02-05T12:00:00",2,2
502,"1944-01-31T00:00:00","1944-02-06T00:00:00","1944-02-03T00:00:00",2,2
503,"1944-05-05T00:00:00","1944-05-10T00:00:00","1944-05-07T12:00:00",2,2
504,"1944-06-25T00:00:00","1944-06-30T00:00:00","1944-06-27T12:00:00",2,2
505,"1944-07-13T00:00:00","1944-07-30T00:00:00","1944-07-21T12:00:00",2,2
506,"1944-07-14T05:15:00","1944-07-14T22:00:00","1944-07-14T13:37:30",1,0.8375
507,"1944-07-15T04:00:00","1944-07-15T22:00:00","1944-07-15T13:00:00",1,0.9
508,"1944-07-29T00:00:00","1944-08-01T00:00:00","1944-07-30T12:00:00",2,2
509,"1944-08-02T00:00:00","1944-08-08T00:00:00","1944-08-05T00:00:00",2,2
510,"1944-08-20T00:00:00","1944-08-30T00:00:00","1944-08-25T00:00:00",2,2
511,"1945-01-12T00:00:00","1945-02-04T00:00:00","1945-01-23T12:00:00",2,2
512,"1945-01-13T00:00:00","1945-02-01T00:00:00","1945-01-22T12:00:00",2,2
513,"1945-01-14T00:00:00","1945-01-15T00:00:00","1945-01-14T12:00:00",2,0.6
514,"1945-01-15T00:00:00","1945-01-16T00:00:00","1945-01-15T12:00:00",2,0.6
515,"1945-04-16T00:00:00","1945-04-18T00:00:00","1945-04-17T00:00:00",2,1.2
516,"1945-08-09T00:00:00","1945-08-17T00:00:00","1945-08-13T00:00:00",2,2
517,"1943-11-20T09:10:00","1943-11-23T13:30:00","1943-11-21T23:20:00",3.95138888888889,2.41666666666667
518,"1945-02-20T00:00:00","1945-02-25T00:00:00","1945-02-22T12:00:00",2,2
519,"1945-02-20T00:00:00","1945-02-25T00:00:00","1945-02-22T12:00:00",2,2
520,"1945-03-11T00:00:00","1945-03-17T00:00:00","1945-03-14T00:00:00",2,2
521,"1945-04-02T00:00:00","1945-04-05T00:00:00","1945-04-03T12:00:00",2,2
522,"1945-04-05T00:00:00","1945-04-09T00:00:00","1945-04-07T00:00:00",2,2
523,"1945-04-09T00:00:00","1945-04-12T00:00:00","1945-04-10T12:00:00",2,2
524,"1945-04-19T00:00:00","1945-04-24T00:00:00","1945-04-21T12:00:00",2,2
525,"1945-04-25T00:00:00","1945-04-28T00:00:00","1945-04-26T12:00:00",2,2
526,"1945-04-28T00:00:00","1945-04-30T00:00:00","1945-04-29T00:00:00",2,1.2
527,"1945-04-30T00:00:00","1945-05-04T00:00:00","1945-05-02T00:00:00",2,2
528,"1945-05-04T00:00:00","1945-05-06T00:00:00","1945-05-05T00:00:00",2,1.2
529,"1945-05-06T00:00:00","1945-05-08T00:00:00","1945-05-07T00:00:00",2,1.2
530,"1945-05-22T00:00:00","1945-05-24T00:00:00","1945-05-23T00:00:00",2,1.2
531,"1945-05-24T00:00:00","1945-05-26T00:00:00","1945-05-25T00:00:00",2,1.2
532,"1945-05-26T00:00:00","1945-05-28T00:00:00","1945-05-27T00:00:00",2,1.2
533,"1945-05-29T00:00:00","1945-06-01T00:00:00","1945-05-30T12:00:00",2,2
534,"1945-06-06T00:00:00","1945-06-09T00:00:00","1945-06-07T12:00:00",2,2
535,"1945-06-09T00:00:00","1945-06-12T00:00:00","1945-06-10T12:00:00",2,2
536,"1945-06-12T00:00:00","1945-06-13T00:00:00","1945-06-12T12:00:00",2,0.6
537,"1945-06-15T00:00:00","1945-06-18T00:00:00","1945-06-16T12:00:00",2,2
538,"1945-04-02T00:00:00","1945-04-05T00:00:00","1945-04-03T12:00:00",2,2
539,"1945-04-05T00:00:00","1945-04-09T00:00:00","1945-04-07T00:00:00",2,2
540,"1945-04-09T00:00:00","1945-04-13T00:00:00","1945-04-11T00:00:00",2,2
541,"1945-04-19T00:00:00","1945-04-24T00:00:00","1945-04-21T12:00:00",2,2
542,"1945-04-26T00:00:00","1945-04-30T00:00:00","1945-04-28T00:00:00",2,2
543,"1945-05-11T00:00:00","1945-05-14T00:00:00","1945-05-12T12:00:00",2,2
544,"1945-05-14T00:00:00","1945-05-19T00:00:00","1945-05-16T12:00:00",2,2
545,"1945-05-20T00:00:00","1945-05-22T00:00:00","1945-05-21T00:00:00",2,1.2
546,"1945-06-06T00:00:00","1945-06-10T00:00:00","1945-06-08T00:00:00",2,2
547,"1945-06-10T00:00:00","1945-06-12T00:00:00","1945-06-11T00:00:00",2,1.2
548,"1945-06-12T00:00:00","1945-06-18T00:00:00","1945-06-15T00:00:00",2,2
549,"1967-06-05T15:00:00","1967-06-06T06:00:00","1967-06-05T22:30:00",1.5,0.6
550,"1967-06-05T16:00:00","1967-06-07T10:15:00","1967-06-06T13:07:30",2.625,1.39583333333333
551,"1967-06-06T06:00:00","1967-06-07T07:00:00","1967-06-06T18:30:00",1.95833333333333,0.8
552,"1967-06-06T10:15:00","1967-06-07T03:00:00","1967-06-06T18:37:30",1.61458333333333,0.5875
553,"1967-06-07T12:30:00","1967-06-07T18:30:00","1967-06-07T15:30:00",1,0.3
554,"1967-06-05T08:15:00","1967-06-05T23:30:00","1967-06-05T15:52:30",1.51041666666667,0.4875
555,"1967-06-05T21:00:00","1967-06-06T10:30:00","1967-06-06T03:45:00",1,0.675
556,"1967-06-05T20:00:00","1967-06-06T05:00:00","1967-06-06T00:30:00",1,0.45
557,"1967-06-05T20:00:00","1967-06-06T07:00:00","1967-06-06T01:30:00",1,0.55
558,"1967-06-06T19:00:00","1967-06-06T22:30:00","1967-06-06T20:45:00",1,0.175
559,"1967-06-05T08:15:00","1967-06-07T06:00:00","1967-06-06T07:07:30",2.86458333333333,1.4375
560,"1967-06-07T05:15:00","1967-06-07T20:00:00","1967-06-07T12:37:30",1.48958333333333,0.4375
561,"1967-06-07T18:00:00","1967-06-08T04:30:00","1967-06-07T23:15:00",1,0.525
562,"1967-06-07T17:00:00","1967-06-07T20:00:00","1967-06-07T18:30:00",1,0.15
563,"1967-06-08T10:00:00","1967-06-08T14:30:00","1967-06-08T12:15:00",1,0.225
564,"1967-06-08T00:30:00","1967-06-08T03:30:00","1967-06-08T02:00:00",1,0.15
565,"1967-06-09T11:30:00","1967-06-10T00:00:00","1967-06-09T17:45:00",1,0.625
566,"1967-06-09T20:00:00","1967-06-10T00:00:00","1967-06-09T22:00:00",1,0.2
567,"1967-06-09T11:30:00","1967-06-09T20:00:00","1967-06-09T15:45:00",1,0.425
568,"1968-03-21T05:30:00","1968-03-21T21:00:00","1968-03-21T13:15:00",1,0.775
569,"1973-10-06T14:05:00","1973-10-07T00:15:00","1973-10-06T19:10:00",1,0.508333333333333
570,"1973-10-06T14:05:00","1973-10-07T00:15:00","1973-10-06T19:10:00",1,0.508333333333333
571,"1973-10-07T00:30:00","1973-10-07T23:00:00","1973-10-07T11:45:00",1,1
572,"1973-10-07T00:30:00","1973-10-07T23:00:00","1973-10-07T11:45:00",1,1
573,"1973-10-08T08:00:00","1973-10-08T19:00:00","1973-10-08T13:30:00",1,0.55
574,"1973-10-14T06:30:00","1973-10-14T15:00:00","1973-10-14T10:45:00",1,0.425
575,"1973-10-14T06:30:00","1973-10-14T15:00:00","1973-10-14T10:45:00",1,0.425
576,"1973-10-15T17:00:00","1973-10-16T12:00:00","1973-10-16T02:30:00",1,0.95
577,"1973-10-16T12:00:00","1973-10-17T17:00:00","1973-10-17T02:30:00",1.60416666666667,0.9
